"learning rate","weight decay","train auc score","test auc score"
"0.01","0","0.8729426770271753","0.8201345910836086"
"0.01","1e-05","0.8775546798551097","0.8329710042800614"
"0.01","0.0001","0.8737913416773144","0.8351616526174833"
"0.01","0.001","0.5","0.5"
"0.1","0","0.5292520760074848","0.5239880558452555"
"0.1","1e-05","0.545721803969688","0.5422767736093175"
"0.1","0.0001","0.5217330908882551","0.521227314899545"
"0.1","0.001","0.5","0.5"
