"Number of peptides","Embedding dimension","LSTM dimension","Learning rate","Weight decay","Train ROC AUC","Train precision","Train recall","Train F1 score","Test ROC AUC","Test precision","Test recall","Test F1 score","Loss mean","Loss variance"
"3","3","5","0.01","1e-08","0.80134","0.70815","0.67221","0.68971","0.79101","0.56234","0.87008","0.68315","0.5951929999999999","0.003379605200999998"
"3","3","5","0.001","1e-08","0.80163","0.68127","0.81429","0.74187","0.81868","0.4799","0.93627","0.63455","0.5149255","0.0021489425547500003"
"3","3","7","0.01","1e-06","0.81985","0.66125","0.76778","0.71055","0.79541","0.59459","0.79518","0.68041","0.5474175","0.0029787348487500006"
"3","3","7","0.001","1e-06","0.82936","0.67185","0.75856","0.71258","0.79201","0.77987","0.65957","0.7147","0.519038","0.001693042246"
"3","3","7","0.01","1e-07","0.79836","0.65257","0.74019","0.69363","0.77389","0.48857","0.855","0.62182","0.5496200000000001","0.00428994876"
"3","3","7","0.001","1e-07","0.81361","0.68168","0.7708","0.72351","0.79308","0.625","0.70539","0.66277","0.5286540000000001","0.0020178963439999994"
"3","3","7","0.01","1e-08","0.80276","0.61575","0.81284","0.7007","0.77993","0.58086","0.69291","0.63196","0.5550039999999999","0.004399847004"
"3","3","7","0.001","1e-08","0.69292","0.61032","0.79767","0.69153","0.73194","0.53968","0.85356","0.66126","0.5968565000000001","0.00939885269275"
"3","3","10","0.01","1e-06","0.81036","0.68583","0.71841","0.70174","0.769","0.61409","0.64211","0.62779","0.5492929999999999","0.0049098772010000005"
"3","3","10","0.001","1e-06","0.86107","0.76621","0.79697","0.78128","0.78298","0.52011","0.83621","0.64132","0.479278","0.000489780326"
"3","3","10","0.01","1e-07","0.79074","0.64622","0.78153","0.70746","0.78071","0.69942","0.71386","0.70657","0.5737175","0.004270288788750001"
"3","3","10","0.001","1e-07","0.83892","0.74927","0.72067","0.73469","0.78184","0.58054","0.69478","0.63254","0.4904845","0.00020192668474999982"
"3","3","10","0.01","1e-08","0.8309","0.66152","0.80651","0.72685","0.79997","0.68235","0.72956","0.70517","0.5397915","0.0027302664427499997"
"3","3","10","0.001","1e-08","0.88419","0.74859","0.81802","0.78176","0.79154","0.70213","0.64078","0.67005","0.43686549999999996","0.0005228385647499999"
"3","5","5","0.01","1e-06","0.80752","0.65547","0.81333","0.72592","0.76557","0.5971","0.76015","0.66883","0.5646384999999999","0.0033413357927499984"
"3","5","5","0.001","1e-06","0.81612","0.68641","0.79564","0.737","0.79481","0.68571","0.78689","0.73282","0.5239939999999998","0.0011786479839999999"
"3","5","5","0.01","1e-07","0.77239","0.64796","0.73818","0.69014","0.77487","0.61364","0.83505","0.70742","0.5641895","0.003814392164749999"
"3","5","5","0.001","1e-07","0.81634","0.63887","0.83305","0.72315","0.77796","0.66134","0.75824","0.70648","0.531255","0.0020940005350000004"
"3","5","5","0.01","1e-08","0.79642","0.70238","0.67429","0.68805","0.78584","0.63607","0.66212","0.64883","0.5840955","0.00298411092475"
"3","5","5","0.001","1e-08","0.82754","0.64323","0.85029","0.73241","0.77856","0.57143","0.83333","0.67797","0.521671","0.0013119546289999998"
"3","5","7","0.01","1e-06","0.8033","0.67045","0.75512","0.71027","0.80968","0.64088","0.8227","0.7205","0.57403","0.004323024829999998"
"3","5","7","0.001","1e-06","0.80758","0.67973","0.74497","0.71086","0.79807","0.55519","0.75","0.63806","0.5193954999999999","0.0014797557847500004"
"3","5","7","0.01","1e-07","0.8303","0.68453","0.8257","0.74852","0.80116","0.6161","0.75665","0.67918","0.5475074999999999","0.00266374143875"
"3","5","7","0.001","1e-07","0.83782","0.70142","0.77826","0.73785","0.81417","0.63032","0.82867","0.71601","0.5421339999999999","0.00033147593400000014"
"3","5","7","0.01","1e-08","0.79915","0.67185","0.69402","0.68276","0.79612","0.6","0.76891","0.67403","0.5399720000000001","0.0031479349059999997"
"3","5","7","0.001","1e-08","0.85111","0.71186","0.76433","0.73717","0.81761","0.63115","0.86194","0.72871","0.535203","0.000987633941"
"3","5","10","0.01","1e-06","0.81989","0.64443","0.78341","0.70715","0.77205","0.64031","0.7918","0.70804","0.5375489999999999","0.0019025760390000003"
"3","5","10","0.001","1e-06","0.84771","0.71053","0.74244","0.72613","0.77067","0.69304","0.68438","0.68868","0.4932125","0.00013833995875000004"
"3","5","10","0.01","1e-07","0.83151","0.69106","0.76667","0.7269","0.80885","0.73837","0.78154","0.75934","0.5288394999999999","0.002634484464750001"
"3","5","10","0.001","1e-07","0.87619","0.72995","0.80216","0.76436","0.771","0.6227","0.73022","0.67219","0.4571319999999999","0.00010668406599999996"
"3","5","10","0.01","1e-08","0.83843","0.70708","0.7889","0.74575","0.78464","0.67974","0.7099","0.69449","0.5309545","0.00278261663475"
"3","5","10","0.001","1e-08","0.87591","0.80282","0.80724","0.80502","0.77144","0.74534","0.64171","0.68966","0.44216999999999995","0.00051904677"
"4","3","5","0.01","1e-06","0.78733","0.5781","0.74483","0.65096","0.83056","0.73311","0.68889","0.71031","0.5609","0.01281930657"
"4","3","5","0.001","1e-06","0.81969","0.68484","0.65229","0.66817","0.82522","0.62348","0.67841","0.64979","0.5499499999999999","0.002970934509999999"
"4","3","5","0.01","1e-07","0.79727","0.56155","0.79608","0.65856","0.80407","0.65147","0.71174","0.68027","0.4982725000000001","0.010717659388750002"
"4","3","5","0.001","1e-07","0.82799","0.68939","0.63045","0.6586","0.81846","0.64961","0.60219","0.625","0.5389224999999999","0.005680290548749999"
"4","3","5","0.01","1e-08","0.81975","0.69158","0.63017","0.65945","0.82435","0.57895","0.79279","0.6692","0.5133315","0.010941130962750002"
"4","3","5","0.001","1e-08","0.82486","0.64851","0.72044","0.68259","0.78763","0.70722","0.58675","0.64138","0.5036500000000002","0.00793622558"
"4","3","7","0.01","1e-06","0.79575","0.58146","0.78044","0.66641","0.79997","0.56609","0.77866","0.65557","0.5152505000000001","0.01640475447475"
"4","3","7","0.001","1e-06","0.86302","0.74344","0.61163","0.67113","0.79755","0.54983","0.71749","0.62257","0.4558380000000001","0.0051383104059999985"
"4","3","7","0.01","1e-07","0.8185","0.62855","0.74359","0.68125","0.83049","0.54251","0.71277","0.61609","0.5277609999999998","0.009693180538999997"
"4","3","7","0.001","1e-07","0.82006","0.65901","0.70971","0.68342","0.82414","0.55479","0.83077","0.6653","0.5177435000000001","0.0032458050327500007"
"4","3","7","0.01","1e-08","0.80119","0.61471","0.76909","0.68329","0.81903","0.5913","0.76981","0.66885","0.5479680000000001","0.005450106846000001"
"4","3","7","0.001","1e-08","0.8644","0.78333","0.67655","0.72603","0.85463","0.60251","0.69903","0.64719","0.450896","0.007082847274000002"
"4","3","10","0.01","1e-06","0.82258","0.69968","0.41243","0.51896","0.80643","0.51961","0.29609","0.37722","0.5249664999999999","0.012973027522749998"
"4","3","10","0.001","1e-06","0.88574","0.69702","0.78424","0.73806","0.78029","0.5274","0.67841","0.59345","0.434848","0.002118195776000001"
"4","3","10","0.01","1e-07","0.81588","0.66526","0.70009","0.68223","0.81148","0.53191","0.70093","0.60484","0.5406100000000001","0.007063068029999999"
"4","3","10","0.001","1e-07","0.84431","0.69079","0.67431","0.68245","0.79571","0.56463","0.69748","0.62406","0.4614300000000001","0.00536001503"
"4","3","10","0.01","1e-08","0.83021","0.62879","0.70732","0.66575","0.81141","0.55629","0.35897","0.43636","0.5477015000000001","0.004436163302749998"
"4","3","10","0.001","1e-08","0.88102","0.71417","0.79944","0.7544","0.81459","0.61594","0.67194","0.64272","0.4337755","0.0010638278447499998"
"4","5","5","0.01","1e-06","0.80979","0.65331","0.64135","0.64728","0.8084","0.57914","0.65984","0.61686","0.568333","0.003797475001000001"
"4","5","5","0.001","1e-06","0.83261","0.68762","0.69025","0.68893","0.80178","0.70979","0.61145","0.65696","0.5115485000000001","0.0023677104327499998"
"4","5","5","0.01","1e-07","0.76289","0.60127","0.69196","0.64343","0.80681","0.63077","0.68562","0.65705","0.5784765","0.01129170677275"
"4","5","5","0.001","1e-07","0.82641","0.64298","0.69217","0.66667","0.80688","0.55862","0.74312","0.6378","0.4862195000000001","0.00870250439475"
"4","5","5","0.01","1e-08","0.78167","0.58818","0.63184","0.60923","0.82356","0.64596","0.77903","0.70628","0.5848664999999998","0.00794499836275"
"4","5","5","0.001","1e-08","0.83641","0.63882","0.72031","0.67712","0.81474","0.60339","0.71486","0.65441","0.47963749999999994","0.01060630842875"
"4","5","7","0.01","1e-06","0.80055","0.60448","0.68839","0.64371","0.80067","0.51508","0.84362","0.63963","0.5484535","0.01017854455275"
"4","5","7","0.001","1e-06","0.87015","0.72115","0.74324","0.73203","0.80177","0.60423","0.7722","0.67797","0.4404855","0.00221295564475"
"4","5","7","0.01","1e-07","0.80307","0.61644","0.71163","0.66062","0.80882","0.6088","0.84694","0.70839","0.5574405","0.008055933184750001"
"4","5","7","0.001","1e-07","0.85995","0.68561","0.77123","0.72591","0.80962","0.64626","0.64846","0.64736","0.4769365","0.00408042841275"
"4","5","7","0.01","1e-08","0.82101","0.69158","0.67139","0.68134","0.79951","0.65432","0.65839","0.65635","0.5616540000000001","0.0041514158240000005"
"4","5","7","0.001","1e-08","0.84871","0.73511","0.65436","0.69238","0.8326","0.72403","0.66967","0.69579","0.4908004999999999","0.0022529433447500006"
"4","5","10","0.01","1e-06","0.83172","0.64133","0.69131","0.66538","0.82206","0.64822","0.64567","0.64694","0.533174","0.006929692393999998"
"4","5","10","0.001","1e-06","0.87747","0.6819","0.79497","0.73411","0.79736","0.52454","0.73707","0.6129","0.43615899999999996","3.3988959e-05"
"4","5","10","0.01","1e-07","0.81285","0.68412","0.67144","0.67772","0.81511","0.68841","0.29688","0.41485","0.5556034999999999","0.00831029701275"
"4","5","10","0.001","1e-07","0.88461","0.81151","0.6811","0.74061","0.81534","0.63008","0.62753","0.6288","0.38726849999999996","0.00269961093275"
"4","5","10","0.01","1e-08","0.81393","0.62745","0.71045","0.66638","0.80772","0.64759","0.71667","0.68038","0.5429375000000001","0.007610811868749999"
"4","5","10","0.001","1e-08","0.89279","0.78446","0.70225","0.74109","0.78873","0.60417","0.62143","0.61268","0.4018235","0.00319569222275"
"5","3","5","0.01","1e-06","0.80975","0.60877","0.67288","0.63922","0.82243","0.62585","0.70229","0.66187","0.5267379999999999","0.016011233245999998"
"5","3","5","0.001","1e-06","0.84","0.62025","0.72727","0.66951","0.81987","0.61321","0.52209","0.56399","0.49918699999999994","0.013833387251000001"
"5","3","5","0.01","1e-07","0.80371","0.57062","0.62863","0.59822","0.82149","0.64026","0.67361","0.65651","0.4949434999999999","0.015201257362750001"
"5","3","5","0.001","1e-07","0.82194","0.6534","0.73431","0.6915","0.81227","0.61371","0.72963","0.66667","0.4645555","0.00826329130475"
"5","3","5","0.01","1e-08","0.80212","0.55991","0.71787","0.62912","0.82582","0.54286","0.67556","0.60198","0.495681","0.028197917858999992"
"5","3","5","0.001","1e-08","0.82372","0.66488","0.60233","0.63206","0.82356","0.54545","0.55022","0.54783","0.5169344999999999","0.007773114534749997"
"5","3","7","0.01","1e-06","0.78673","0.52654","0.62955","0.57346","0.82025","0.53503","0.34855","0.42211","0.48622799999999994","0.030614067056000005"
"5","3","7","0.001","1e-06","0.83804","0.72186","0.52941","0.61084","0.84398","0.65714","0.57025","0.61062","0.49597250000000004","0.005655000038749999"
"5","3","7","0.01","1e-07","0.80959","0.63259","0.52941","0.57642","0.81228","0.5012","0.91228","0.64697","0.573491","0.010065329439000003"
"5","3","7","0.001","1e-07","0.8272","0.61201","0.73748","0.66891","0.83893","0.65138","0.78309","0.71119","0.41905099999999995","0.017334279729"
"5","3","7","0.01","1e-08","0.7577","0.52488","0.64966","0.58065","0.82205","0.0","0.0","0.0","0.5255845000000001","0.028507222784750003"
"5","3","7","0.001","1e-08","0.83236","0.61302","0.67129","0.64083","0.84056","0.64135","0.62551","0.63333","0.4864784999999999","0.00730506191275"
"5","3","10","0.01","1e-06","0.81668","1.0","0.00095","0.0019","0.84397","0.77632","0.17933","0.29136","0.5132655","0.021805048174750003"
"5","3","10","0.001","1e-06","0.87993","0.66296","0.70506","0.68336","0.82651","0.70213","0.68041","0.6911","0.451291","0.003015399769000001"
"5","3","10","0.01","1e-07","0.82004","0.60032","0.7451","0.66492","0.8196","0.65482","0.7963","0.71866","0.529736","0.014199296694"
"5","3","10","0.001","1e-07","0.87175","0.70282","0.66339","0.68253","0.80183","0.51542","0.59091","0.55059","0.44462150000000006","0.00295681375275"
"5","3","10","0.01","1e-08","0.82246","0.60455","0.5935","0.59897","0.82187","0.60116","0.40154","0.48148","0.45606649999999993","0.021097112382749996"
"5","3","10","0.001","1e-08","0.88316","0.73764","0.70674","0.72186","0.82721","0.6385","0.54618","0.58874","0.4269275","0.0023801677787499993"
"5","5","5","0.01","1e-06","0.80328","0.5493","0.74622","0.63279","0.84536","0.56863","0.82857","0.67442","0.515628","0.021134504376000007"
"5","5","5","0.001","1e-06","0.83015","0.65422","0.67959","0.66667","0.85147","0.6474","0.81455","0.72142","0.4837955","0.0065859114747500004"
"5","5","5","0.01","1e-07","0.81055","0.6009","0.27431","0.37667","0.85067","0.48677","0.55758","0.51977","0.5493064999999999","0.01608247153275"
"5","5","5","0.001","1e-07","0.83149","0.67857","0.64941","0.66367","0.83804","0.62963","0.52577","0.57303","0.492463","0.010871727121000003"
"5","5","5","0.01","1e-08","0.79216","0.55108","0.78984","0.6492","0.81919","0.53698","0.69874","0.60727","0.4744865000000001","0.017437097072750003"
